uke_start,horisont,faktisk,xgb_pred,lgbm_pred,ensemble_pred,residual
2024-12-02,12,87.46,72.30059,79.76603704145364,76.03331377829518,11.426686221704813
2024-12-09,12,90.74,68.46743,77.19487217654056,72.83115114564333,17.908848854356663
2024-12-16,12,92.15,70.21743,79.23895765622356,74.72819388548483,17.421806114515178
2024-12-23,12,111.82,71.8245,81.46247174857928,76.64348639308847,35.17651360691153
2024-12-30,12,125.36,71.73755,83.40468446870811,77.57111664841656,47.788883351583436
2025-01-06,12,117.77,72.67841,87.26937693062112,79.9738951608672,37.796104839132795
2025-01-13,12,105.08,80.10262,92.76288934367128,86.43275616475557,18.647243835244424
2025-01-20,12,98.43,77.35363,91.74381555614704,84.5487228110325,13.881277188967502
2025-01-27,12,94.49,75.74274,87.8201638205373,81.78145031847177,12.708549681528226
2025-02-03,12,92.18,78.90612,94.58562874535764,86.74587452282532,5.434125477174689
2025-02-10,12,93.23,80.23879,96.47105301174182,88.3549227155877,4.875077284412299
2025-02-17,12,92.97,81.658295,99.48210951858267,90.57020209815852,2.399797901841481
2025-02-24,12,92.67,83.8589,100.37342597612742,92.11616397683323,0.5538360231667667
2025-03-03,12,87.0,84.30951,100.59318341047184,92.4513463439078,-5.451346343907801
2025-03-10,12,88.64,82.391685,99.6962970588767,91.04399127235828,-2.403991272358283
2025-03-17,12,89.09,83.23645,98.9551760993162,91.09581314731436,-2.005813147314356
2025-03-24,12,84.45,83.59536,99.40203707682392,91.49869843953502,-7.048698439535016
2025-03-31,12,76.4,87.48206,101.39187514460968,94.43696921903336,-18.036969219033352
2025-04-07,12,78.56,77.910255,100.25914666210257,89.08470104711574,-10.524701047115741
2025-04-14,12,95.33,85.16243,100.95458631678724,93.05850806317878,2.2714919368212207
2025-04-21,12,89.19,83.60923,99.51094627440024,91.56008815795208,-2.3700881579520825
2025-04-28,12,75.35,111.452835,113.20802307652608,112.33042907976696,-36.980429079766964
2025-05-05,12,74.31,109.241745,111.91696895158336,110.57935697335029,-36.269356973350284
2025-05-12,12,77.06,110.76844,112.16909120575716,111.4687657261696,-34.40876572616959
2025-05-19,12,75.89,111.49803,110.41392536130104,110.955978488756,-35.065978488756
2025-05-26,12,70.42,109.17284,108.43625162630286,108.8045439650069,-38.3845439650069
2025-06-02,12,72.42,109.42894,108.52579851869356,108.97736916901476,-36.55736916901476
2025-06-09,12,82.73,100.34849,99.65083282584192,99.99966033992293,-17.269660339922922
2025-06-16,12,76.33,99.55373,95.15400114957632,97.35386367293268,-21.023863672932677
2025-06-23,12,68.74,89.646034,88.33312089387671,88.98957756729968,-20.24957756729968
2025-06-30,12,70.28,88.295296,86.13213103866416,87.2137133769981,-16.9337133769981
2025-07-07,12,67.29,90.08493,91.83449788888102,90.95971415440144,-23.669714154401433
2025-07-14,12,68.13,91.70657,88.0326706866627,89.86962208649541,-21.739622086495416
2025-07-21,12,65.1,82.04164,82.96342780344901,82.50253451940029,-17.40253451940029
2025-07-28,12,60.58,80.73857,76.66616902388331,78.70237009543774,-18.122370095437745
2025-08-04,12,62.05,80.41174,77.22324391102538,78.81749353754394,-16.767493537543942
2025-08-11,12,64.38,80.34074,82.45188207700004,81.3963092330801,-17.016309233080108
2025-08-18,12,65.13,77.61381,72.40751982553166,75.01066375187716,-9.880663751877165
2025-08-25,12,65.86,78.79608,73.76206296218714,76.27907225257795,-10.419072252577948
2025-09-01,12,70.2,78.151054,74.90017860692559,76.5256164946249,-6.325616494624896
2025-09-08,12,74.99,79.334854,83.67605622777874,81.50545517687766,-6.515455176877666
2025-09-15,12,77.4,76.72963,75.10098480192443,75.915307159263,1.4846928407370115
2025-09-22,12,79.91,73.3087,74.48202056083859,73.89536056118101,6.014639438818989
2025-09-29,12,77.68,73.26644,74.11964062970964,73.69304098746224,3.986959012537767
2025-10-06,12,75.38,78.5345,79.31970311134688,78.9271016167086,-3.547101616708602
2025-10-13,12,73.74,72.79293,73.5365647059258,73.16474765447657,0.575252345523424
2025-10-20,12,78.25,79.529305,72.25924001782501,75.89427226110976,2.355727738890238
2025-10-27,12,80.55,77.12795,75.41048175198668,76.26921716383514,4.28078283616486
2025-11-03,12,78.08,74.020065,75.33152242629998,74.67579386695859,3.404206133041413
2025-11-10,12,80.1,75.09344,72.57961430334689,73.83652574908555,6.263474250914442
2025-11-17,12,84.54,78.59319,74.05397089314233,76.32358197367077,8.216418026329237
2025-11-24,12,82.5,70.867836,76.80131869868802,73.83457734861159,8.665422651388411
2025-12-01,12,88.83,80.85449,82.82232926575426,81.83841072662713,6.991589273372867
2025-12-08,12,95.84,80.39048,80.29932539066881,80.34490271608635,15.495097283913651
2025-12-15,12,88.71,91.0297,96.43029881357312,93.73000002324164,-5.02000002324165
2025-12-22,12,103.59,105.4989,108.37326166223838,106.93608151471294,-3.3460815147129352
2025-12-29,12,100.4,104.89115,107.48227396848822,106.18671269835544,-5.78671269835543
2026-01-05,12,92.33,104.177635,107.1377437270427,105.6576894599569,-13.3276894599569
2026-01-12,12,83.65,102.290474,106.99315110383247,104.64181252091038,-20.991812520910372
2026-01-19,12,83.09,104.89196,111.69673321276258,108.29434667840276,-25.204346678402757
2026-01-26,12,81.29,109.66445,115.2419349872116,112.45319329316636,-31.16319329316636
2026-02-02,12,92.86,105.06891,113.40590187441938,109.23740528291282,-16.377405282912818
2026-02-09,12,93.6,107.7026,114.5853613370499,111.14397995441362,-17.54397995441363
2026-02-16,12,84.89,109.217896,114.33810849762745,111.77800200271996,-26.888002002719958
2026-02-23,12,81.34,104.565475,112.57934727894587,108.57241137140652,-27.232411371406513
2026-03-02,12,88.03,107.37202,113.176039356298,110.27402813151814,-22.244028131518135
2026-03-09,12,94.98,107.68687,115.23950462734489,111.4631856937994,-16.4831856937994
